doi,title,pmid,authors,year,issns,supporting_cites,disputing_cites,mentioning_cites,total_cites,scite_report_link,fields,first_approach,second_approach,third_approach
10.1007/s12038-011-9016-2,HrpNEa-induced deterrent effect on phloem feeding of the green peach aphid Myzus persicae requires AtGSL5 and AtMYB44 genes in Arabidopsis thaliana,,"['Beibei Lü', 'Weiwei Sun', 'Shuping Zhang', 'Chunling Zhang', 'Jun Qian', 'Xiaomeng Wang', 'Rong Gao', 'Hansong Dong']",2011.0,"['0250-5991', '0973-7138']",2.0,0.0,30.0,32.0,https://scite.ai/reports/hrpnea-induced-deterrent-effect-on-phloem-AymNpv,Mutant_Aphid_Arabidopsis thaliana_Myzus persicae_Electrical penetration graph_Arabidopsis_Callose_Phloem_Botany_Biology,0.0,0.0,0.0
10.1098/rspb.2011.1169,A poisonous surprise under the coat of the African crested rat,21813554.0,"['Jonathan Kingdon', 'Bernard Agwanda', 'Margaret Kinnaird', ""Timothy O'Brien"", 'Christopher Holland', 'Thomas Gheysens', 'Maxime Boulet-Audet', 'Fritz Vollrath']",2011.0,"['0962-8452', '1471-2954']",2.0,0.0,25.0,27.0,https://scite.ai/reports/a-poisonous-surprise-under-the-ewj0Pm,Aposematism_Predation_Arrow poison_Mammal_Acokanthera_Acokanthera schimperi_Cardenolide_Botany_Biology_Predator,0.0,0.0,0.0
10.1017/s0022381611000867,"Unpacking Alliances: Deterrent and Compellent Alliances and Their Relationship with Conflict, 1816–2000",,['Brett V. Benson'],2011.0,"['0022-3816', '1468-2508']",2.0,0.0,24.0,26.0,https://scite.ai/reports/unpacking-alliances-deterrent-and-compellent-pD9Jdw,No data.,0.0,0.0,0.0
10.1108/13598541111155839,Using fourth‐party logistics management to improve horizontal collaboration among grocery retailers,,"['Martin Hingley', 'Adam Lindgreen', 'David B. Grant', 'Charles Kane']",2011.0,['1359-8546'],2.0,0.0,61.0,63.0,https://scite.ai/reports/using-fourth-party-logistics-management-to-3Ejx9J,Supply chain_Cost efficiency_Service provider_Business_Marketing_Logistics management_Supply chain management_Distribution management system,0.0,0.0,0.0
10.1017/s0030605310000335,Elephant crop-raiding and human–elephant conflict in Cambodia: crop selection and seasonal timings of raids,,"['C. Elizabeth Webber', 'Tuy Sereivathana', 'Matthew P. Maltby', 'Phyllis C. Lee']",2011.0,"['0030-6053', '1365-3008']",2.0,1.0,17.0,20.0,https://scite.ai/reports/elephant-crop-raiding-and-human-elephant-conflict-dYQ59G,Crop_Ecology_Geography_Threatened species_Poaching_Elephas_Asian elephant_Sugar cane_Agroforestry_Habitat destruction,0.0,0.0,0.0
10.1080/07418825.2011.619559,Reducing Gang Violence Using Focused Deterrence: Evaluating the Cincinnati Initiative to Reduce Violence (CIRV),,"['Robin S. Engel', 'Marie Skubak Tillyer', 'Nicholas Corsaro']",2011.0,"['0741-8825', '1745-9109']",2.0,1.0,50.0,53.0,https://scite.ai/reports/reducing-gang-violence-using-focused-PdOD1L,Psychology_Human factors and ergonomics_Occupational safety and health_Injury prevention_Psychological intervention_Poison control_Suicide prevention_Social Welfare_Deterrence theory_Criminology,0.0,0.0,0.0
10.1111/j.1365-313x.2011.04740.x,"Induction and detoxification of maize 1,4-benzoxazin-3-ones by insect herbivores",,"['Gaétan Glauser', 'Guillaume Marti', 'Neil Villard', 'Gwladys A. Doyen', 'Jean-Luc Wolfender', 'Ted C.J. Turlings', 'Matthias Erb']",2011.0,['0960-7412'],2.0,2.0,207.0,211.0,https://scite.ai/reports/induction-and-detoxification-of-maize-Vz9rVO,Mode of action_Plant defense against herbivory_Metabolomics_Spodoptera littoralis_DIMBOA_Insect_Spodoptera_Generalist and specialist species_Botany_Biology,0.0,0.0,0.0
10.1002/bit.23266,Facile pretreatment of lignocellulosic biomass at high loadings in room temperature ionic liquids,,"['Hong Wu', 'Mauricio Mora-Pale', 'Jianjun Miao', 'Thomas V. Doherty', 'Robert J. Linhardt', 'Jonathan S. Dordick']",2011.0,['0006-3592'],2.0,4.0,77.0,83.0,https://scite.ai/reports/facile-pretreatment-of-lignocellulosic-biomass-D9ZwXW,Nuclear chemistry_Cellulase_Chemistry_Corn stover_Lignocellulosic biomass_Cellulose_Biomass_Xylose_Enzymatic hydrolysis_Biofuel_Botany,0.0,0.0,0.0
10.1002/smj.853,‘Keep out’ signs: the role of deterrence in the competition for resources,,"['Gavin Clarkson', 'Puay Khoon Toh']",2010.0,['0143-2095'],2.0,0.0,31.0,33.0,https://scite.ai/reports/keep-out-signs-the-role-rdaaMV,Economics_Confounding effect_Alternative theory_Argument_Industrial organization_Deterrence theory,0.0,0.0,0.0
10.1111/j.1469-8137.2010.03486.x,Phylloplane location of glucosinolates in Barbarea spp. (Brassicaceae) and misleading assessment of host suitability by a specialist herbivore,,"['Francisco Rubén Badenes-Pérez', 'Michael Reichelt', 'Jonathan Gershenzon', 'David G. Heckel']",2010.0,['0028-646X'],2.0,0.0,35.0,37.0,https://scite.ai/reports/phylloplane-location-of-glucosinolates-in-kPa1ay,Host (biology)_Phyllosphere_Brassicaceae_Plutella_Crucifer_Barbarea vulgaris_Diamondback moth_Barbarea_Botany_Biology,0.0,0.0,0.0
10.2174/138161210791516431,Supervised Disulfiram as Adjunct to Psychotherapy in Alcoholism Treatment,,"['Henning Krampe', 'Hannelore Ehrenreich']",2010.0,['1381-6128'],2.0,0.0,47.0,49.0,https://scite.ai/reports/supervised-disulfiram-as-adjunct-to-y61AWR,Psychiatry_Biopsychosocial model_Disulfiram_Alcohol dependence_Acamprosate_Psychoeducation_Addiction_Clinical trial_Psychotherapist_Medicine_Coping (psychology),0.0,0.0,0.0
10.1111/j.1755-263x.2010.00121.x,The scale of illegal meat importation from Africa to Europe via Paris,,"['Anne-Lise Chaber', 'Sophie Allebone-Webb', 'Yves Lignereux', 'Andrew A. Cunningham', 'J. Marcus Rowcliffe']",2010.0,['1755-263X'],2.0,0.0,89.0,91.0,https://scite.ai/reports/the-scale-of-illegal-meat-Mjae6Y,Personal consumption expenditures price index_Livestock_Business_International trade_Endangered species_Wildlife trade_Bushmeat_Environmental protection_Deterrence theory_CITES,0.0,0.0,0.0
10.1111/j.1751-1097.2010.00786.x,Induction of Phlorotannins During UV Exposure Mitigates Inhibition of Photosynthesis and DNA Damage in the Kelp Lessonia nigrescens,,"['Ivan Gómez', 'Pirjo Huovinen']",2010.0,['0031-8655'],2.0,0.0,45.0,47.0,https://scite.ai/reports/induction-of-phlorotannins-during-uv-gr1dXz,Cell wall_Biophysics_DNA damage_Pyrimidine dimer_Photoinhibition_Photosynthesis_Phloroglucinol_Lessonia nigrescens_Brown algae_Botany_Biology,0.0,0.0,0.0
10.1111/j.1468-0343.2010.00373.x,"Resource Curse, Political Entry, And Deadweight Costs",,['Kevin K. Tsui'],2010.0,['0954-1985'],2.0,0.0,12.0,14.0,https://scite.ai/reports/resource-curse-political-entry-and-mmZym1,Public good_Economics_Resource dependence theory_Curse_Resource curse_Natural resource_Market economy_Barriers to entry_Deterrence theory_Politics,0.0,0.0,0.0
10.2139/ssrn.1641477,Building Criminal Capital vs. Specific Deterrence: The Effect of Incarceration Length on Recidivism,,['David S. Abrams'],2010.0,['1556-5068'],2.0,0.0,3.0,5.0,https://scite.ai/reports/building-criminal-capital-vs-specific-5z6EKD,Criminal justice_Psychology_Negative relationship_Recidivism_Sentence_Specific deterrence_Public defender_Sentence length_Social psychology,0.0,0.0,0.0
10.1111/j.1470-6431.2010.00910.x,"Viewpoint: let's teach medical students what patient partnership in clinical practice can be, with the involvement of educationally engaged patients",,"['Jenny Barr', 'Kathryn Ogden', 'Kim Rooney']",2010.0,['1470-6423'],2.0,0.0,12.0,14.0,https://scite.ai/reports/viewpoint-let-s-teach-medical-students-ybaWlx,Publishing_Perception_Clinical Practice_Group teaching_Graduate students_Formative assessment_Curriculum_Medical education_General partnership_Medicine,0.0,0.0,0.0
10.3354/meps08548,Variability in dimethylsulfoniopropionate (DMSP) concentrations in Spartina alterniflora and the effect on Littoraria irrorata,,"['WM Kiehn', 'JT Morris']",2010.0,"['0171-8630', '1616-1599']",2.0,0.0,6.0,8.0,https://scite.ai/reports/variability-in-dimethylsulfoniopropionate-dmsp-concentrations-6zYxLk,Dimethylsulfoniopropionate_Salt marsh dieback_Jasmonic acid_Littoraria irrorata_Abscisic acid_Spartina alterniflora_Spartina_Botany_Biology_Salt marsh,0.0,0.0,0.0
10.2478/v10045-010-0005-5,Efficacy of Some Bioinsecticides Against Bruchidius Incarnatus (Boh.) (Coleoptera: Bruchidae) Infestation During Storage,,"['Magda Sabbour', 'Shadia E-Abd-El-Aziz']",2010.0,"['1899-007X', '1427-4345']",2.0,0.0,7.0,9.0,https://scite.ai/reports/efficacy-of-some-bioinsecticides-against-VAbk1M,Infestation_Essential oil_Lecanicillium_Verticillium_Paecilomyces_Bruchidius incarnatus_Toxicology_Persistence (computer science)_Potency_Agronomy_Biology,0.0,0.0,0.0
10.1242/jeb.035535,"Aversiveness of sounds in phocid seals: psycho-physiological factors, learning processes and motivation",,"['T. Gotz', 'V. M. Janik']",2010.0,"['0022-0949', '1477-9145']",2.0,0.0,42.0,44.0,https://scite.ai/reports/aversiveness-of-sounds-in-phocid-NkXzmP,Auditory fatigue_Sensation_Psychology_Sound exposure_Food motivation_Communication_Habituation_Audiology_Sound pressure_Sensory system_Analysis of variance,0.0,0.0,0.0
10.1007/s10620-009-1092-x,Willingness to Undergo Split-Dose Bowel Preparation for Colonoscopy and Compliance with Split-Dose Instructions,,"['R. Zackary Unger', 'Sable P. Amstutz', 'Da Hea Seo', 'Melanie Huffman', 'Douglas K. Rex']",2010.0,"['0163-2116', '1573-2568']",2.0,0.0,28.0,30.0,https://scite.ai/reports/willingness-to-undergo-split-dose-bowel-WJEdNN,Internal medicine_Surgery_Morning_Evening_Colonoscopy_Endoscopy_Drug compliance_Split dose_Bowel preparation_Hepatology_Medicine,0.0,0.0,0.0
10.1016/j.ejpoleco.2009.11.001,Social norms and conditional cooperative taxpayers,,['Christian Traxler'],2010.0,['0176-2680'],2.0,0.0,66.0,68.0,https://scite.ai/reports/social-norms-and-conditional-cooperative-1N15DV,Public economics_Indirect tax_Norm (social)_Tax credit_Economics_Income tax_Double taxation_Tax reform_International taxation_State income tax,0.0,0.0,0.0
10.1016/j.joms.2009.09.101,The Changing Personal and Professional Characteristics of Women in Oral and Maxillofacial Surgery,,"['Farzaneh Rostami', 'Anwar E. Ahmed', 'Al M. Best', 'Daniel M. Laskin']",2010.0,['0278-2391'],2.0,0.0,17.0,19.0,https://scite.ai/reports/the-changing-personal-and-professional-2yeGrL,Surgery_Specialty_Oral and maxillofacial surgery_Harassment_Maxillofacial surgeons_Oral cavity_Current practice_Career choice_Family medicine_Medicine,0.0,0.0,0.0
10.1007/s00227-010-1405-9,"The three-dimensional prey field of the northern krill, Meganyctiphanes norvegica, and the escape responses of their copepod prey",24391246.0,"['Mari B. Abrahamsen', 'Howard I. Browman', 'David M. Fields', 'Anne Berit Skiftesvik']",2010.0,"['0025-3162', '1432-1793']",2.0,0.0,19.0,21.0,https://scite.ai/reports/the-three-dimensional-prey-field-of-MGN91d,Predation_Ecology_Calanus_Copepod_Krill_Prey detection_Northern krill_Escape response_Biology_Predator,0.0,0.0,0.0
10.1007/s00436-010-2126-1,"Impact of Parthenium hysterophorus leaf extracts on the fecundity, fertility and behavioural response of Aedes aegypti L.",,"['Sarita Kumar', 'Abhay Pratap Singh', 'Gokul Nair', 'Sahil Batra', 'Anubha Seth', 'Naim Wahab', 'Radhika Warikoo']",2010.0,"['0932-0113', '1432-1955']",2.0,0.0,16.0,18.0,https://scite.ai/reports/impact-of-parthenium-hysterophorus-leaf-AmPjeZ,Parthenium_Petroleum ether_Parthenium hysterophorus_Diethyl ether_Hexane_Aedes aegypti_Acetone_Toxicology_Fecundity_Biology,0.0,0.0,0.0
10.1186/1475-2875-9-341,Efficacy of an insecticide paint against malaria vectors and nuisance in West Africa - Part 2: Field evaluation,21108820.0,"['Beatriz Mosqueira', 'Joseph Chabi', 'Fabrice Chandre', 'Martin Akogbeto', 'Jean-Marc Hougard', 'Pierre Carnevale', 'Santiago Mas-Coma']",2010.0,['1475-2875'],2.0,0.0,16.0,18.0,https://scite.ai/reports/efficacy-of-an-insecticide-paint-agNanj,Culex quinquefasciatus_Anopheles gambiae_Malaria_Nuisance_Culex_Diazinon_Mosquito control_Pyriproxyfen_Toxicology_Biology,0.0,0.0,0.0
10.1111/j.1570-7458.2010.01071.x,"Oviposition and feeding behavior of the maize borer, Chilo partellus, in response to eight essential oil allelochemicals",,"['Rajwinder Singh', 'Opender Koul', 'Pushpinder J. Rup', 'Jawala Jindal']",2010.0,['0013-8703'],2.0,0.0,3.0,5.0,https://scite.ai/reports/oviposition-and-feeding-behavior-of-j34DGJ,Integrated pest management_Host (biology)_Lepidoptera genitalia_Chilo_Pyralidae_Essential oil_Crambidae_Allelopathy_Toxicology_Agronomy_Biology,0.0,0.0,0.0
10.1016/j.jinsphys.2010.08.013,"Influence of iridoid glycoside containing host plants on midgut β-glucosidase activity in a polyphagous caterpillar, Spilosoma virginica Fabricius (Arctiidae)",,"['Helga Pankoke', 'M. Deane Bowers', 'Susanne Dobler']",2010.0,['0022-1910'],2.0,0.0,41.0,43.0,https://scite.ai/reports/influence-of-iridoid-glycoside-containing-XPyjD9,Lepidoptera genitalia_Glycoside_Spilosoma virginica_Taraxacum officinale_Caterpillar_Iridoid_Aucubin_Iridoid Glycosides_Botany_Biology,0.0,0.0,0.0
10.1002/jcop.20404,An application of the social support deterioration deterrence model to rescue workers,,"['Gabriele Prati', 'Luca Pietrantoni']",2010.0,['0090-4392'],2.0,0.0,18.0,20.0,https://scite.ai/reports/an-application-of-the-social-3eb8zA,Compassion fatigue_Burnout_Psychology_Occupational safety and health_Mediation (Marxist theory and media studies)_Social support_Deterrence theory_Altruism_Structural equation modeling_Social psychology,0.0,0.0,0.0
10.1021/jf902439m,Screening for Feeding Deterrent and Insect Growth Regulatory Activity of Triterpenic Saponins fromDiploknema butyraceaandSapindus mukorossi,,"['Supradip Saha', 'Suresh Walia', 'Jitendra Kumar', 'Swaran Dhingra', 'Balraj S. Parmar']",2010.0,"['0021-8561', '1520-5118']",2.0,0.0,18.0,20.0,https://scite.ai/reports/screening-for-feeding-deterrent-and-62Jwp6,Spodoptera litura_Insect_Diploknema butyracea_Saponin_Sapindus mukorossi_Insect pest_Analysis method_Instar_Traditional medicine_Botany_Biology,0.0,0.0,0.0
10.1094/mpmi-23-5-0618,PAD4-Dependent Antibiosis Contributes to the ssi2-Conferred Hyper-Resistance to the Green Peach Aphid,,"['Joe Louis', 'Queena Leung', 'Venkatramana Pegadaraju', 'John Reese', 'Jyoti Shah']",2010.0,"['0894-0282', '1943-7706']",2.0,0.0,82.0,84.0,https://scite.ai/reports/pad4-dependent-antibiosis-contributes-to-the-d5Zg9G,Antibiosis_Mutant_Petiole (botany)_Wild type_Aphid_Arabidopsis thaliana_Myzus persicae_Arabidopsis_Botany_Biology_Cell biology,0.0,0.0,0.0
10.1586/egh.09.72,Alosetron for severe diarrhea-predominant irritable bowel syndrome: safety and efficacy in perspective,,['James H Lewis'],2010.0,"['1747-4124', '1747-4132']",2.0,0.0,7.0,9.0,https://scite.ai/reports/alosetron-for-severe-diarrhea-predominant-irritable-wQkKp2,Risk management plan_Intensive care medicine_Postmarketing surveillance_Adverse effect_Ischemic colitis_Irritable bowel syndrome_5-HT3 antagonist_Alosetron_Alosetron Hydrochloride_Medicine_Pharmacology,0.0,0.0,0.0
10.1111/j.1365-2745.2010.01678.x,Biological Flora of the British Isles: Cirsium arvense (L.) Scop.,,['Gordon E. D. Tiley'],2010.0,['0022-0477'],2.0,0.0,97.0,99.0,https://scite.ai/reports/biological-flora-of-the-british-P3wWV0,Plant ecology_Pollination_Ecology_Weed_Cirsium arvense_Perennation_Thistle_Dormancy_Herbivore_Biology,0.0,0.0,0.0
10.1177/1091142110367857,Whistle-blowers as a Deterrent to Tax Evasion,,"['Yosef Mealem', 'Yossef Tobol', 'Gideon Yaniv']",2010.0,"['1091-1421', '1552-7530']",2.0,0.0,9.0,11.0,https://scite.ai/reports/whistle-blowers-as-a-deterrent-to-edKD22,Public economics_Value-added tax_Indirect tax_Tax credit_Economics_Direct tax_Double taxation_Tax avoidance_Tax reform_State income tax,0.0,0.0,0.0
10.3945/jn.110.122457,"Heat Treatment of Expressed Breast Milk Is a Feasible Option for Feeding HIV-Exposed, Uninfected Children after 6 Months of Age in Rural Zimbabwe",20573941.0,"['Mduduzi N. N. Mbuya', 'Jean H. Humphrey', 'Florence Majo', 'Bernard Chasekwa', 'Alison Jenkins', 'Kiersten Israel-Ballard', 'Monica Muti', 'Keriann H. Paul', 'Rufaro C. Madzima', 'Lawrence H. Moulton', 'Rebecca J. Stoltzfus']",2010.0,"['0022-3166', '1541-6100']",2.0,0.0,13.0,15.0,https://scite.ai/reports/heat-treatment-of-expressed-breast-5vP8NW,Health education_Obstetrics_Pediatrics_Breast milk_Lactation_Weight gain_Population_Breast feeding_Anthropometry_Medicine_El Niño,0.0,0.0,0.0
10.1186/1741-7007-8-121,Nymphs of the common bed bug (Cimex lectularius) produce anti-aphrodisiac defence against conspecific males,20828381.0,"['Vincent Harraca', 'Camilla Ryne', 'Rickard Ignell']",2010.0,['1741-7007'],2.0,0.0,38.0,40.0,https://scite.ai/reports/nymphs-of-the-common-bed-xj3LJb,Traumatic insemination_Ecology_Pheromone_Attraction_Bedbugs_Bed bug_Cimex lectularius_Sex pheromone_Nymph_Biology_Zoology,0.0,0.0,0.0
10.1890/09-1714,Palatability mapping: a koala's eye view of spatial variation in habitat quality,,"['Ben Moore', 'Ivan Lawler', 'Ian Wallis', 'Colin Beale', 'William Foley']",2010.0,['0012-9658'],2.0,0.0,40.0,42.0,https://scite.ai/reports/palatability-mapping-a-koala-s-eye-kwX3ja,No data.,0.0,0.0,0.0
10.3928/00220124-20100601-05,Deterrents to Nurses’ Participation in Continuing Professional Development: An Integrative Literature Review,,"['Donna J. Schweitzer', 'Teresa J. Krassa']",2010.0,['0022-0124'],2.0,0.0,28.0,30.0,https://scite.ai/reports/deterrents-to-nurses-participation-in-669w16,Continuing professional development_Psychology_Nursing_Attendance_Learning styles_Continuing education_Child care_Integrative literature review_Research studies,0.0,0.0,0.0
10.1111/j.1095-8649.2010.02657.x,Linking prey composition of haddock Melanogrammus aeglefinus to benthic prey availability in three different areas of the northern North Sea,,"['S. Schückel', 'S. Ehrich', 'I. Kröncke', 'H. Reiss']",2010.0,"['0022-1112', '1095-8649']",2.0,1.0,17.0,20.0,https://scite.ai/reports/linking-prey-composition-of-haddock-j3nXxJ,Invertebrate_Predation_Ecology_Haddock_Echinoderm_Phoronis_Sediment_Benthos_Benthic zone_Biology,0.0,0.0,0.0
10.1111/j.1752-1688.2009.00395.x,Factors Influencing Allelopathy and Toxicity inPrymnesium parvum1,,"['Edna Granéli', 'Paulo S. Salomon']",2010.0,['1093-474X'],2.0,1.0,33.0,36.0,https://scite.ai/reports/factors-influencing-allelopathy-and-toxicity-brOam6,Nutrient_Eutrophication_Prymnesium parvum_Prymnesium_Phytoplankton_Population_Allelopathy_Botany_Redfield ratio_Biology,0.0,0.0,0.0
10.1007/s10979-008-9158-4,Investigating probation strategies with juvenile offenders: The influence of officers’ attitudes and youth characteristics.,,"['Craig S. Schwalbe', 'Tina Maschi']",2009.0,"['1573-661X', '0147-7307']",2.0,0.0,24.0,26.0,https://scite.ai/reports/investigating-probation-strategies-with-juvenile-w9lNEe,Evidence-based practice_Legal psychology_Psychology_Social work_Socialization_Psychological intervention_Restorative justice_Clinical psychology_Structural equation modeling_Juvenile delinquency_Criminology,0.0,0.0,0.0
10.1186/1477-7517-6-8,Can abuse deterrent formulations make a difference? Expectation and speculation,19480676.0,"['Simon H Budman', 'Jill M Grimes Serrano', 'Stephen F Butler']",2009.0,['1477-7517'],2.0,0.0,57.0,59.0,https://scite.ai/reports/can-abuse-deterrent-formulations-make-dEV4Vj,Social environment_Psychiatry_Health psychology_Alternative medicine_Medical prescription_Drug_Abuse deterrent_Speculation_Addiction_Medicine,0.0,0.0,0.0
10.1007/s12355-009-0066-9,Vesicular-arbuscular mycorrhiza and Trichoderma virdi as deterrents against soil-borne root rot disease of sugar beet,,"['M. H. Aly', 'Y. Hussein Manal']",2009.0,"['0972-1525', '0974-0740']",2.0,0.0,3.0,5.0,https://scite.ai/reports/vesicular-arbuscular-mycorrhiza-and-trichoderma-virdi-vPPRL3,Sugar beet_Rhizoctonia_Root rot_Fusarium solani_Mycorrhiza_Trichoderma_Rhizoctonia solani_Arbuscular mycorrhiza_Agronomy_Biology,0.0,0.0,0.0
10.4314/ari.v5i1.48700,Effect of cassava varieties on oviposition and development of larger grain borer-Prostephanus truncatus horn (Coleoptera: Bostrichidae),,['CE Akunne'],2009.0,['1597-3115'],2.0,0.0,1.0,3.0,https://scite.ai/reports/effect-of-cassava-varieties-on-9GMeO4,Prostephanus truncatus_Bostrichidae_Agronomy_Biology,0.0,0.0,0.0
10.1007/s00436-009-1429-6,Insecticidal and repellent activities of thymol from the essential oil of Trachyspermum ammi (Linn) Sprague seeds against Anopheles stephensi,,"['S. K. Pandey', 'Shikha Upadhyay', 'A. K. Tripathi']",2009.0,"['0932-0113', '1432-1955']",2.0,0.0,35.0,37.0,https://scite.ai/reports/insecticidal-and-repellent-activities-of-gvO88K,Median lethal dose_Essential oil_Hatching_Ammi_Anopheles stephensi_Thymol_Trachyspermum ammi_Nigella sativa_Traditional medicine_Botany_Biology,0.0,0.0,0.0
10.1016/j.ijindorg.2009.02.007,An empirical study of the European corporate leniency program,,['Steffen Brenner'],2009.0,['0167-7187'],2.0,0.0,66.0,68.0,https://scite.ai/reports/an-empirical-study-of-the-G9VO5E,Public economics_Empirical research_Business_Cartel_Amnesty_Enforcement_Incentive_Competition policy_Industrial organization,0.0,0.0,0.0
10.1071/cp08427,Chilling tolerance in maize: agronomic and physiological approaches,,"['Muhammad Farooq', 'Tariq Aziz', 'Abdul Wahid', 'Dong-Jin Lee', 'Kadambot H. M. Siddique']",2009.0,['1836-0947'],2.0,0.0,68.0,70.0,https://scite.ai/reports/chilling-tolerance-in-maize-agronomic-gKPmP1,Osmolyte_Horticulture_Photoinhibition_Osmoprotectant_Gibberellic acid_Salicylic acid_Abscisic acid_Plant nutrition_Poaceae_Botany_Biology,0.0,0.0,0.0
10.1080/13548500903012871,Physician well being and quality of patient care: An exploratory study of the missing link,,"['Jean E. Wallace', 'Jane Lemaire']",2009.0,"['1354-8506', '1465-3966']",2.0,0.0,19.0,21.0,https://scite.ai/reports/physician-well-being-and-quality-16rXJ6,Social environment_Mental health_Public health_Nursing_Health care_Perception_Well-being_Workload_Medicine_Exploratory research,0.0,0.0,0.0
10.1159/000225957,The Shock of Aging: Molecular Chaperones and the Heat Shock Response in Longevity and Aging &ndash; A Mini-Review,19546513.0,"['Stuart K. Calderwood', 'Ayesha Murshid', 'Thomas Prince']",2009.0,"['1423-0003', '0304-324X']",2.0,0.0,186.0,188.0,https://scite.ai/reports/the-shock-of-aging-molecular-rpVrXO,Heat shock_Heat shock protein_Proteasome_HSF1_Longevity_Chaperone (protein)_Ageing_Senescence_Biochemistry_Biology_Cell biology,0.0,0.0,0.0
10.3354/meps08097,Alternate benthic assemblages on reef restoration structures and cascading effects on coral settlement,,"['MW Miller', 'A Valdivia', 'KL Kramer', 'B Mason', 'DE Williams', 'L Johnston']",2009.0,"['0171-8630', '1616-1599']",2.0,0.0,21.0,23.0,https://scite.ai/reports/alternate-benthic-assemblages-on-reef-8MvPRm,Coral_Ecology_Diploria strigosa_Crustose_Acropora_Coralline algae_Reef_Coral reef_Benthic zone_Biology,0.0,0.0,0.0
10.1016/j.socscimed.2008.12.031,The relational underpinnings of quality internal auditing in medical clinics in Israel,,"['Abraham Carmeli', 'Malka Zisu']",2009.0,['0277-9536'],2.0,0.0,17.0,19.0,https://scite.ai/reports/the-relational-underpinnings-of-quality-33QmNb,Psychology_Health care_Internal audit_Internal control_Perceived organizational support_Psychological safety_Public relations_Focus group_Deterrence theory_Organizational culture,0.0,0.0,0.0
10.1111/j.1526-4637.2009.00672.x,Update on Abuse-Resistant and Abuse-Deterrent Approaches to Opioid Formulations,,['Lynn Webster'],2009.0,"['1526-2375', '1526-4637']",2.0,0.0,37.0,39.0,https://scite.ai/reports/update-on-abuse-resistant-and-abuse-deterrent-bdKbR1,Intensive care medicine_Medical prescription_Oxycodone_Analgesic_Opioid_Chronic pain_Opioid analgesics_Poison control_Anesthesia_Active ingredient_Medicine,0.0,0.0,0.0
10.1007/s10610-008-9097-0,Is Deterrence Effective? Results of a Meta-Analysis of Punishment,,"['Dieter Dölling', 'Horst Entorf', 'Dieter Hermann', 'Thomas Rupp']",2009.0,"['0928-1371', '1572-9869']",2.0,0.0,17.0,19.0,https://scite.ai/reports/is-deterrence-effective-results-of-Mmz09k,No data.,0.0,0.0,0.0
10.1086/596039,Juvenile Jails: A Path to the Straight and Narrow or to Hardened Criminality?,,['Randi Hjalmarsson'],2009.0,"['0022-2186', '1537-5285']",2.0,0.0,42.0,44.0,https://scite.ai/reports/juvenile-jails-a-path-to-PdGg4g,Juvenile_Human factors and ergonomics_Political science_Causality_Law_Legislation_Sentencing guidelines_Poison control_Suicide prevention_Criminology_Punitive damages,1.0,0.0,1.0
10.1111/j.1469-7998.1978.tb03344.x,"Some adaptations between Danaus plexippus and its food plant, with notes on Danaus chrysippus and Euploea core (Insecta: Lepidoptera)",,"['C. A. Dixon', 'J. M. Erickson', 'D. N. Kellett', 'Miriam Rothschild']",2009.0,"['0952-8369', '1469-7998']",2.0,0.0,27.0,29.0,https://scite.ai/reports/some-adaptations-between-danaus-plexippus-ArnPxE,Host (biology)_Pupa_Lepidoptera genitalia_Danaus chrysippus_Danaus_Euploea core_Cardenolide_Instar_Botany_Biology,0.0,0.0,0.0
10.1016/j.biocontrol.2009.01.013,Field evaluation of the combined deterrent and attractive effects of dimethyl disulfide on Delia radicum and its natural enemies,,"['A. Ferry', 'S. Le Tron', 'S. Dugravot', 'A.M. Cortesero']",2009.0,['1049-9644'],2.0,1.0,34.0,37.0,https://scite.ai/reports/field-evaluation-of-the-combined-JK8V6E,Biological pest control_Pupa_Predation_PEST analysis_Delia radicum_Crop protection_Pest control_Agronomy_Biology_Predator,0.0,0.0,0.0
10.1111/j.1365-3040.2009.02019.x,Myzus persicae(green peach aphid) salivary components induce defence responses inArabidopsis thaliana,,"['Martin De Vos', 'Georg Jander']",2009.0,"['0140-7791', '1365-3040']",2.0,1.0,132.0,135.0,https://scite.ai/reports/myzus-persicae-green-peach-aphid-salivary-v0lP04,Aphid_Arabidopsis thaliana_Jasmonate_Myzus persicae_Glucosinolate_Salicylic acid_Elicitor_Arabidopsis_Botany_Biology,0.0,0.0,0.0
10.1016/j.forsciint.2009.04.018,"Cocaine and heroin in waste water plants: A 1-year study in the city of Florence, Italy",,"['Francesco Mari', 'Lucia Politi', 'Annibale Biggeri', 'Gabriele Accetta', 'Claudia Trignano', 'Marianna Di Padua', 'Elisabetta Bertol']",2009.0,['0379-0738'],2.0,2.0,25.0,29.0,https://scite.ai/reports/cocaine-and-heroin-in-waste-59eex2,No data.,0.0,0.0,0.0
